"review_title","review_text","review_star","page"
"







  
  
    DO NOT BUY FROM THIS SELLER !
  
","









  
  
    
  PHONE WAS NOT COMPLETELY UNLOCKED (CONFIRMED BY APPLE) & HAD TO FINALLY FILE CLAIM WITH AMAZON TO GET MY REFUND.

  
","1.0 out of 5 stars",139
"







  
  
    Looked brand new!
  
","









  
  
    
  It arrived super slick and with no scratches, cracks, or problems!! I’ve had this phone for almost 2 months. I’m very happy with it.

  
","5.0 out of 5 stars",139
"







  
  
    It’s a good phone
  
","









  
  
    
  I liked it over all but the Face ID just stopped working and it’s a little slow but over all 3.5 out of 5

  
","3.0 out of 5 stars",139
"







  
  
    Great product
  
","









  
  
    
  Great overall product

  
","5.0 out of 5 stars",139
"







  
  
    Unable to use Sprint with phone
  
","









  
  
    
  Returned item because I wasn’t able to use Sprint with phone.

  
","1.0 out of 5 stars",139
"







  
  
    Quality
  
","









  
  
    
  I was surprised when I got my phone it looked brand new with no scratches, very good condition

  
","5.0 out of 5 stars",139
"







  
  
    Excellent phone
  
","









  
  
    
  Phone arrived early and in perfect condition. Very happy with my purchase!

  
","5.0 out of 5 stars",139
"







  
  
    Like New
  
","









  
  
    
  Very clean. and easy to setup

  
","5.0 out of 5 stars",139
"







  
    Recomendado
  
  
","









  
    
  Buen producto

  
  
","5.0 out of 5 stars",139
"







  
  
    Best Used IPhone X
  
","









  
  
    
  Product is 100% legit , My new iPhone X looked and works as if it were BRAND NEW ! Love it !!

  
","5.0 out of 5 stars",139
"







  
  
    iPhone X silver 64gb unlocked
  
","









  
  
    
  I love this product! I bought it for my 11 year old daughter as a long awaited Christmas present and she loved it!

  
","5.0 out of 5 stars",168
"







  
    Me encanto
  
  
","









  
    
  Muy bonito y parese nuevo

  
  
","5.0 out of 5 stars",168
"







  
  
    Bullcrap
  
","









  
  
    
  It worked fine for a week then just all of a sudden the screen stopped working

  
","1.0 out of 5 stars",168
"







  
  
    What they say
  
","









  
  
    
  Everything works and came as described.

  
","5.0 out of 5 stars",168
"







  
  
    Very convenient excelent display
  
","









  
  
    
  Everything was great! Only problem was battery at 91percent but was expected as it is refurbish

  
","5.0 out of 5 stars",168
"







  
  
    Renewed item looks and performs like new.
  
","









  
  
    
  looks and runs like a brand new unit, battery life seems good but not had long enough to prove.

  
","5.0 out of 5 stars",168
"







  
  
    Good product
  
","









  
  
    
  Arrived in great shape and performs well so far.

  
","5.0 out of 5 stars",168
"







  
  
    Turns off every hours !
  
","









  
  
    
  It keeps turning off by itself . So I had to return the phone.

  
","3.0 out of 5 stars",168
"







  
  
    iPhone x
  
","









  
  
    
  Great phone, like brand new definitely will buy more in the future

  
","5.0 out of 5 stars",168
"







  
  
    Upgrade from IPhone 8
  
","









  
  
    
  So far so good. Replacing my IPhone 8.

  
","4.0 out of 5 stars",168
"







  
  
    Best deal ever
  
","









  
  
    
  Like brand new

  
","5.0 out of 5 stars",49
"







  
  
    LOVE IT!!!
  
","









  
  
    
  I LOVE IT!!! This phone is near perfection. It charges up to 100%, no damages what so ever, it does have some small scratches on the corners and near the charger hole  but its nothing really to worry about. There was a point where the screen froze but i just turned it off and turned it back on. It also came unlocked which is awesome!!

  
","5.0 out of 5 stars",49
"







  
    Se tienen varias fallas en los micrófonos del equipo
  
  
","









  
    
  He recibido el celular con varias fallas en los microfonos, lo que me ha impedido trabajar de forma adecuada teniendo que llevarlos a revision. No estaba en las condiciones esperadas o segun se habia ofrecido.

  
  
","1.0 out of 5 stars",49
"







  
  
    Terrible purchase
  
","









  
  
    
  Phone worked for a week then just stopped turning on, nothing happened, it just stopped working. Wish I would have read reviews before purchasing. Hopefully Amazon will send my refund fast.

  
","1.0 out of 5 stars",49
"







  
  
    Average
  
","









  
  
    
  Some glitchy things happen when texts come in and the sound isn’t great on speaker phone. Sending voice texts is spotty too. I expected some cosmetic imperfections When factory refurbished but not the actual functions.

  
","3.0 out of 5 stars",49
"







  
  
    WORKS WELL
  
","









  
  
    
  I purchased this phone for my son and he has had no issues !!

  
","5.0 out of 5 stars",49
"







  
  
    Quality!
  
","









  
  
    
  Great phone, like new. Good price for a quality used phone!

  
","5.0 out of 5 stars",49
"







  
  
    Roll the dice.
  
","









  
  
    
  With any used item you’re rolling the dice whether it will work properly of not. After 3 days the touch screen was doing phantom presses, launching apps, editing & changing photos, sending messages, etc. We returned in and bought another that hasn’t arrived yet. We haven’t seen the refund on the credit card yet either.

  
","2.0 out of 5 stars",49
"







  
  
    Perfect value for money
  
","









  
  
    
  It was wonderful and amazing how functional and proper this phone came in....ni scratches, no smidgens, body was perfect and screen was shinier and as glossy as new.Plus they even added a screen protectors.Battery health was 87%Overall perfect value for money for an iphone

  
","5.0 out of 5 stars",49
"







  
  
    Would not purchase again from this seller!!
  
","









  
  
    
  I got this phone a few weeks ago, and I activated it yesterday 3-21-21. We put the screen protector on and the entire screen came out of the phone. I reached out a few weeks ago, because when I first tried to activate it would not let me with my carrier at the time. Very upset and dissatisfied with this purchase from this vendor!

  
","1.0 out of 5 stars",49
"







  
  
    DO NOT BUY!!
  
","









  
  
    
  Would rate 0 stars if I could! SO frustrated- this iPhone barely works, randomly powers off all the time and the lock and volume buttons only work sometimes.

  
","1.0 out of 5 stars",107
"







  
  
    Good place to buy from.
  
","









  
  
    
  Great product looked like new, I’ve had no problems with the phone, the battery was at 100% which was really nice, overall very happy with purchase, will definitely buy more from this seller.

  
","5.0 out of 5 stars",107
"







  
  
    Best purchase!
  
","









  
  
    
  Honestly I was kind of worried about ordering this phone but it has perfect, no scratches or dents everything works great on the phone <U+0001F4F1> !! 100% recommend.

  
","5.0 out of 5 stars",107
"







  
  
    Cosmetic as new, battery unable to get charged,
  
","









  
  
    
  I wasn’t able to activate it due battery never got any charge .. it restarted byself every minute also screen didn’t answered .

  
","1.0 out of 5 stars",107
"







  
  
    Worth the money , updates and functions perfect
  
","









  
  
    
  Still working perfectly

  
","5.0 out of 5 stars",107
"







  
  
    PERFECT
  
","









  
  
    
  Wasn't a single scratch and looked very brand new and came the day after i ordered it

  
","5.0 out of 5 stars",107
"







  
  
    Iphone X
  
","









  
  
    
  The phone is in great condition, my only complaint the batter life was at 83% when I got it! But for the price I cant complain!

  
","5.0 out of 5 stars",107
"







  
  
    Waste
  
","









  
  
    
  Didn’t turn on

  
","1.0 out of 5 stars",107
"







  
  
    Worth The Price !!
  
","









  
  
    
  it came in perfect condition. 84% battery capacity (expected). no scratches but a super small one which I didn’t notice till yesterday (after a week). off brand charger. no headphones (expected). but overall worth the price and I recommend it 110%.

  
","4.0 out of 5 stars",107
"







  
  
    Phone was locked and not usable.
  
","









  
  
    
  Phone was suppose to be unlocked for T Mobile. T mobile store told us phone was on an active but delinquent Sprint  account and we could not use the phone.

  
","1.0 out of 5 stars",107
"







  
  
    Poor quality
  
","









  
  
    
  Phone came in, put new case on and screen protector. Within minutes after getting it setup, only downloading apps at this point, I could feel the back of the phone heat through the case. Took the case off set up a fan on the phone. Took forever to charge, screen was acting as if it were being pressed in certain spots on the screen without it even being in my hand. Other than that everything worked as it should.

  
","2.0 out of 5 stars",39
"







  
  
    2nd phone that isn’t fully unlocked as it claims to be
  
","









  
  
    
  Another phone that is claimed to be “fully unlocked” but still can’t connect it to the carrier I want. Better to stay away from the unlocked ones and or just buy somewhere else.

  
","1.0 out of 5 stars",39
"







  
  
    Good
  
","









  
  
    
  Really Good. My daughters are happy, so far very good performance.

  
","5.0 out of 5 stars",39
"







  
  
    Refurbed, yet fabulous.
  
","









  
  
    
  It's an iPhone X. What else is there to say that hasn't been said already?Yes, it's refurb. So it won't be as painful when she looses this one.

  
","5.0 out of 5 stars",39
"







  
  
    Great phone
  
","









  
  
    
  Great phone so far. My son just got it for Christmas and he loves it.

  
","5.0 out of 5 stars",39
"







  
  
    Amazing! Buy it!
  
","









  
  
    
  This was better then I expected! It came with everything! The iPhone box unopened. Works perfectly! Screen quality is amazing! Buy it!

  
","5.0 out of 5 stars",39
"







  
  
    Good but not great
  
","









  
  
    
  Very sleek, no scratches. I like it a lot but Something is wrong with the screen because it keeps glitching and pressing stuff on its own which is super super annoying.

  
","3.0 out of 5 stars",39
"







  
  
    Buyers beware. Phone stopped functioning after 4 months.
  
","









  
  
    
  Bought from seller. Also purchased a life proof case. Everything was fine until about a week ago. Screen would not get past apple logo. I bought the phone April 9th. I know it was a refurbished phone but I expected it to last more than 4 months.

  
","1.0 out of 5 stars",39
"







  
  
    Edge to edge screen
  
","









  
  
    
  Loved the facial recognition software and how easily it unlocks the phone even in the dark!

  
","5.0 out of 5 stars",39
"







  
  
    Clean and works flawlessly
  
","









  
  
    
  No blemishes and came with an Apple charger and cable. Popped in a SIM card, went through the setup wizard and it has been working great.

  
","5.0 out of 5 stars",39
"







  
    Bueno
  
  
","









  
    
  Buen equipo no ha dado problemas

  
  
","5.0 out of 5 stars",41
"







  
  
    seems a good phone and half price of new one
  
","









  
  
    
  so far so good.  had to update software when we got it, but after that it took the restore from the old phone.  battery seems OK.  no problems yet.

  
","5.0 out of 5 stars",41
"







  
  
    Battery doesn’t work at all
  
","









  
  
    
  Bought the his phone for 400 dollars just to get it and the phone will barely charge, (5% in 5 hours) Absolutely disappointed and will not be buys refurbished products again from amazon.

  
","1.0 out of 5 stars",41
"







  
  
    Nice seller
  
","









  
  
    
  Great phone, i hope you can sell back iphone i will buy again. but if i buy can i request? with fake box (original box) not white box or what

  
","5.0 out of 5 stars",41
"







  
  
    Remanufactured by Asurion
  
","









  
  
    
  Please be aware you may not get a truly renewed/refurbished original apple iphone. The one I received had ""Remanufactured by Asurion"" printed on the back and you can't find the model number in apple support ( Basically it is not a standard apple model). Aesthetically it had scratches around and functionally looked fine. I ended up paying $15 for return shipping.

  
","1.0 out of 5 stars",41
"







  
  
    Do Not Recommend
  
","









  
  
    
  Very disappointed in the product that I received. The screen appears to be a cheap aftermarket screen that has lines running through it at low brightness. Would not recommend using trademore if you want a quality device.

  
","2.0 out of 5 stars",41
"







  
  
    Good iPhone
  
","









  
  
    
  Little scratches in the back but I'll use a case so I don't mind. The screen is flawless I loved it. The battery is 80% which I didn't like that much but over all for the price is perfect.

  
","4.0 out of 5 stars",41
"







  
  
    iPhone X Returned
  
","









  
  
    
  iPhone X was in great condition with no damage at all but that was the only good thing about it and that’s why I put one star.the phone network was so slow. my old iPhone 7 was faster than the iPhone X I purchased. Everything took forever to load. I sent the phone back to the seller. The seller charged me a $45 restocking fee -__-I would look elsewhere if I were you.

  
","1.0 out of 5 stars",41
"







  
  
    Bait and switch
  
","









  
  
    
  I ordered an X, got an old 5! So not happy. Sent back for refund, went to Gazelle and got a perfect phone super fast. Never again will I buy anything like this on Amazon

  
","5.0 out of 5 stars",41
"







  
  
    Very nice condition, Great price!
  
","









  
  
    
  Really happy with this iPhone! Refurbished iPhone X, but is in like new condition. Great price and good quality.

  
","5.0 out of 5 stars",41
"







  
  
    Camara
  
","









  
  
    
  Camara failed 1 month after purchase; took to Apple Store and was told the phone was used and had NON ORIGINAL parts.

  
","1.0 out of 5 stars",126
"







  
  
    Satisfied
  
","









  
  
    
  Arrived on time. Works and looks like a new one.

  
","5.0 out of 5 stars",126
"







  
  
    Happy for 2 weeks only
  
","









  
  
    
  So disappointed. Unfortunately within 2 weeks of purchasing this phone, the top of the screen stopped working. Tried everything and just didn't work.

  
","1.0 out of 5 stars",126
"







  
  
    Dusty speaker, besides that - perfect phone
  
","









  
  
    
  Speakers seemed to have some dust built up from previous owner so sound is little weird but manageable

  
","4.0 out of 5 stars",126
"







  
  
    Touch screen broken
  
","









  
  
    
  The phone worked fine until one day the screen stopped working and there are no cracks on it it just randomly gave out.

  
","2.0 out of 5 stars",126
"







  
  
    Swapped from android and Love it!!
  
","









  
  
    
  So far, very sturdy and was in great shape!! Swapped back from android and loving it !!

  
","5.0 out of 5 stars",126
"







  
  
    Good condition/ Like new
  
","









  
  
    
  Phone was in good condition, no real marks or scratches.

  
","4.0 out of 5 stars",126
"







  
  
    Why Amazon allowed third party to sell bad commodities?
  
","









  
  
    
  One the iPhones don’t work and normal call I can’t hear the caller I have open the speaker to listen.

  
","1.0 out of 5 stars",126
"







  
  
    Doesn’t work
  
","









  
  
    
  Stopped working less than a year of having it.

  
","1.0 out of 5 stars",126
"







  
  
    faulty product, good customer service
  
","









  
  
    
  the phone didn’t work when i received it. they made the refund process simple, just a pain in the butt it didn’t work. It’s worth buying straight from carrier

  
","2.0 out of 5 stars",126
"







  
  
    Soooo Happy <U+0001F601>
  
","









  
  
    
  There was nothing not to like!! It’s a great phone!!! I couldn’t be happier. I’ll definitely recommend this company, to anyone looking for a renewed phone.

  
","5.0 out of 5 stars",89
"







  
  
    Bad battery
  
","









  
  
    
  Came with a bad battery. I contacted the seller and they suggested a hard reset. That didn't work. I had  to pay to have apple install a new battery. Cost an extra $130.

  
","1.0 out of 5 stars",89
"







  
    La pantalla no se mira bien
  
  
","









  
    
  Los colores de la pantalla de el teléfono se miran amarillos y opacos

  
  
","2.0 out of 5 stars",89
"







  
  
    as good as new
  
","









  
  
    
  It is what it claims, looks new

  
","5.0 out of 5 stars",89
"







  
  
    Horrible
  
","









  
  
    
  The phone is only letting me receive calls. Touchscreen is not working.  The phone is doing strange things

  
","1.0 out of 5 stars",89
"







  
  
    Quality seller
  
","









  
  
    
  Came two days earlier than expected, packaged nicely with working accessories. Also came with a privacy screen protector and hand sanitizer, very happy with the product and seller. Five stars all day.

  
","5.0 out of 5 stars",89
"







  
    A LOS POCOS DIAS PRESENTO UN CORTO EN LA BATERIA
  
  
","









  
    
  EL TELEFONO DEJO DE FUNCIONAR A LOS POCOS DIAS POR UN CORTO EN LA BATERIA

  
  
","1.0 out of 5 stars",89
"







  
  
    It was not renewed
  
","









  
  
    
  The phone came with the front speaker dirty, scratches on the back and the battery health is only 85%

  
","1.0 out of 5 stars",89
"







  
  
    Not all that good
  
","









  
  
    
  The screen keeps jumping and moving into other apps when I press a specific app

  
","3.0 out of 5 stars",89
"







  
  
    Good
  
","









  
  
    
  Seems all good so far

  
","5.0 out of 5 stars",89
"







  
  
    Don't do it!!!
  
","









  
  
    
  The phone was reported stolen and I couldn't activate it! Buyer beware!!

  
","1.0 out of 5 stars",57
"







  
  
    Just like a new phone
  
","









  
  
    
  Fast shipment.  Minor scratches on the back and side.  But other than that is like a new phone.  Love it.

  
","5.0 out of 5 stars",57
"







  
  
    Save your money
  
","









  
  
    
  First of all, I can’t even finish setting up this phone because it will not download and install the update. I have tried everything I can think of, turned it off & on multiple times and nothing. It came in a pathetically flimsy box and I’m shocked it didn’t arrive broken and the charger they sent with it is very cheap. Save your money

  
","1.0 out of 5 stars",57
"







  
  
    Very Satisfied
  
","









  
  
    
  I was skeptical but so far, it’s been great. It came with a screen protector and a case. Phone is in like-new condition. Price was fair.I will absolutely recommend this reputable company. Very satisfied.

  
","5.0 out of 5 stars",57
"







  
    No esta desbloqueado como dice el titulo del producto
  
  
","









  
    
  El articulo no esta desbloqueado. Vino bloqueado y nadie pudo desbloquearlo. El titulo del articulo esta equivocado y es mentira. Tuve que pagar $70 solo para devolverlo ya ha pasado casi un mes y no me han vuelto a escribir referido a mi reembolso de esa compra

  
  
","1.0 out of 5 stars",57
"







  
  
    Very Impressed!
  
","









  
  
    
  If you are worried about buying this product, don't be! I'm going to be honest I was scared when I ordered this because of all the bad reviews, but it's amazing! It can in perfect condition, I did have to charge it and after I set it up it worked GREAT! I love it so so much and you should definitely get it!

  
","5.0 out of 5 stars",57
"







  
  
    Defective phone
  
","









  
  
    
  Product received was defective. Battery did not hold a charge and the Face ID would not function.

  
","1.0 out of 5 stars",57
"







  
  
    Battery at 77%
  
","









  
  
    
  The phone was in good conditional and was clean and worked well. The battery was at 77% which is below the 80% stated in the description. The seller did offer me a refund when I contacted them, but they were not able to offer me another phone with a battery in the condition stated in the description which disappointed me.

  
","3.0 out of 5 stars",57
"







  
  
    Great phone.
  
","









  
  
    
  Great phone. Up to date and is fast

  
","5.0 out of 5 stars",57
"







  
  
    High quality renewed phone!
  
","









  
  
    
  I highly recommend buying from this seller. The iPhone is like brand new. The battery health is 92% which is very high. All in all great phone.

  
","5.0 out of 5 stars",57
"







  
  
    Potentially short battery life, otherwise great.
  
","









  
  
    
  Battery life seems short. I am usually near a charger so it works fine for me! Everything else about this phone is great!

  
","5.0 out of 5 stars",124
"







  
  
    Perfect new phone
  
","









  
  
    
  I’m loving my new phone it came in really great condition and I’ve recommended my friend and he interested

  
","5.0 out of 5 stars",124
"







  
  
    Good phone
  
","









  
  
    
  Good battery life. I would recommend this phone to anybody.

  
","5.0 out of 5 stars",124
"







  
  
    Not “renewed”
  
","









  
  
    
  Phone screen came cracked and did not come with a charger. Very upset with my purchase. With how much money I spent I expected way better.

  
","1.0 out of 5 stars",124
"







  
  
    6 stars out of 5
  
","









  
  
    
  It is very slippery so don’t drop it, otherwise it is a very good phone and good quality for the money. Just for some reason the face recognition isn’t working for me.

  
","5.0 out of 5 stars",124
"







  
  
    Fantastic!!!
  
","









  
  
    
  I bought this for my wife’s birthday and she loves it everything came well package and I will buy again from this seller

  
","5.0 out of 5 stars",124
"







  
  
    Immaculate
  
","









  
  
    
  Immaculate! Even came with screen protector installed!!!Phone is fast and battery life 88% better than expected! Would purchase from buyer again definitely!

  
","5.0 out of 5 stars",124
"







  
  
    Battery life was at 77%
  
","









  
  
    
  The product clearly stated that battery life would be above 80%, but this phone came in at 77% DO NOT BUY

  
","1.0 out of 5 stars",124
"







  
  
    Not as described
  
","









  
  
    
  Ordered the phone and said was fully unlocked and would work with any carrier. Went to activate phone with Sprint and was not compatible.

  
","1.0 out of 5 stars",124
"







  
  
    scrachs on display, arriving late
  
","









  
  
    
  came late around 5 days, caused to loose $200 hotel's booking fee for end of the year vacation which planned before.

  
","1.0 out of 5 stars",124
"







  
  
    Great Purchase!
  
","









  
  
    
  First, it shipped super fast. It was supposed take about 6 days to arrive and it arrived in 2 days. And it came with a plexiglass screen protector already placed on. I was pleasantly surprised! There are no damages that I can spot and it came almost fully charged. I was able to plug it in and restore my last back up from my 6s plus very quickly. Installing my sim card was easy as well because it came with a little tool specifically for opening the slot. There was a charger and wall piece provided as well. Not an apple brand charger but a charger non the less. Everything seems to be running smoothly and I’m very happy with my purchase. The iPhone X is a great phone. I love the camera quality and the facial recognition. Not having a home button was weird at first but now it’s just second nature and actually makes the interface feel more smooth. I have not had any problems so far. Great price for a product you can’t even tell is refurbished!

  
","5.0 out of 5 stars",10
"







  
  
    Cheaper than new
  
","









  
  
    
  Works.

  
","5.0 out of 5 stars",10
"







  
  
    Lack of seller response was disappointing
  
","









  
  
    
  The talk to text feature didn’t work or hey Siri didn’t work & the seller did not process my return or respond to my messages. Amazon stepped in & helped me right away though. The rest of the phones function was really good though but my daughter could open my phone using the facial recognition.

  
","4.0 out of 5 stars",10
"







  
  
    Beautiful phone!
  
","









  
  
    
  My phone arrived as promised and had no scratches, no blemishes and I would have thought it was brand new except it came in a regular box.  Had some difficulty with set up (I am not techie and tried to do it during work) but customer service bent over backwards to accommodate!  I would purchase from this seller again!  In the end, I returned the phone do to personal needs and again, customer service was amazing!  Follow up!  Help!  all of it!  5-stars!

  
","5.0 out of 5 stars",10
"







  
  
    A Solid NOOOO!!!!! Save your $$$$
  
","









  
  
    
  Last Update 7/24/20: Worst purchase I've had on Amazon. The phone restarting is a constant problem. I restart my phone so much in a day i've lost count at this point. I had to purchase a brand new phone because of how annoyed of this phone I am. The glitching was so bad there were points where I couldn't even slide the bar to turn the power off to the phone. I began to use the camera more and guess what, THE CAMERA GLITCHED AS WELL. huge disappointment  Lesson learned, NEVER BUY A RENEWED PHONE EVER AGAIN.------------------------------------------------------------------------------------------------------------------------------------Update 6/19/20: I HATE THIS PHONE. The screen glitches are become a bigger problem. Constantly having to restart my phone everyday. Its only 11 a.m. and i've already restarted my phone 5 times! The audio on this phone is also horrible. It sounds like a cheap speaker.  I would rate this -0000000 if I could. Save your $$$$$------------------------------------------------------------------------------------------------------------------------------------I should have listened to the reviews of this phone. The touch screen on this phone is horrible. I restart my phone literally at least once a day because the touch screen randomly stops working. Sometimes the phone starts glitching and exists me off apps, etc. Since getting this phone I’ve been getting emails about someone trying to login to my email from the other side of the world which is pretty weird since that’s never happened to me before getting this phone. In general I DO NOT recommend and I would definitely get a refund if I could.

  
","1.0 out of 5 stars",10
"







  
  
    Don’t do it
  
","









  
  
    
  Item had a lot of scratches to begin with but I understand it’s a refurbished phone. but after a few days phone stopped reading the SIM card and it was suppose to be an unlocked phone.  Guys spend a lil more and have piece of mind that your phone will work .  Replacement was sent and was even worse than the old phone. Again it was sprint phone with a sprint SIM card already in it which probably belong to the person who had it before me.  Just get a new phone even if it’s an older model.  What a disgrace.

  
","1.0 out of 5 stars",10
"







  
  
    Excellent Condition
  
","









  
  
    
  I received the phone and it was spotless.  I may have gotten lucky and ended up with one that was purchased new and returned right away, I'm not sure, just sharing my experience.  Battery health was 100% and there was not a scratch on it, seemed brand new.  Very happy.

  
","5.0 out of 5 stars",10
"







  
  
    Disappointing and Don’t spend money here
  
","









  
  
    
  Okay so off the start i went to check the maximum capacity of the battery and it was already at 85%. Face recognition barely works half the time and has to be reset a couple of times to work. Half the time it’s just better to just put in the password instead of looking like an idiot trying to get it to work. Get your iPhone from somewhere else because this place just let me down.

  
","1.0 out of 5 stars",10
"







  
  
    So far so good.
  
","









  
  
    
  I took a gamble ordering this phone I wasn't feeling the negative reviews but the positive reviews outshine the negative. I was prepared when opening my package so I recorded myself doing so in case something went wrong during transit but it was in good condition and looks brand new. facial rec. doesn't always catch on the first try but oh well I gave 4 stars cause of that. battery was at 73 when I figured out how to check it idk what percentage it goes up or if it dies down as you use it usually it charges 100% with my other phones but I'm charging in hopes it charges to higher percentage. not too sure why they ask me to rate battery life. but 4 stars is good enough. id put 5 stars if it charged 100% obviously. overall its worth the money for me you have my approval. gang

  
","5.0 out of 5 stars",10
"







  
  
    good
  
","









  
  
    
  goof

  
","5.0 out of 5 stars",10
"







  
  
    Awesome!
  
","









  
  
    
  The phone was is super great condition and my phone service had zero issues transferring it over! Thanks guys ! You saved me so much money and I got a great phone in the process of it

  
","5.0 out of 5 stars",99
"







  
  
    am very happy with the seller very good phone
  
","









  
  
    
  thank you very much the phone so far its very good am so happy for the service all my friends want to get one from the seller like the one i got.

  
","5.0 out of 5 stars",99
"







  
  
    Excellent acquisition
  
","









  
  
    
  Brand new

  
","5.0 out of 5 stars",99
"







  
  
    Lots of memory!
  
","









  
  
    
  I love it and I especially love having no lease to purchase arrangement with service provider.

  
","5.0 out of 5 stars",99
"







  
  
    Accesories fake
  
","









  
  
    
  No UL approve charger and no MFI certification cable

  
","3.0 out of 5 stars",99
"







  
    Excelente relación precio calidad, justo por lo que pagué!!!
  
  
","









  
    
  Excelente, llego en optimas condiciones, con muy pocos signos de uso, bateria 95% y con cargador no original pero de calidad aceptable, en general buena relación precio/calidad.

  
  
","4.0 out of 5 stars",99
"







  
  
    Good physical condition, but battery life not so much
  
","









  
  
    
  Good physical condition, but the battery life is VERY low.

  
","3.0 out of 5 stars",99
"







  
  
    HORRIBLE
  
","









  
  
    
  78% BATTERY LIFE I BARELT GOT IT AND IR SAYS I NEED A NEW BATTERY. CAMERA Q SUCKS

  
","1.0 out of 5 stars",99
"







  
  
    very good price and no lies.
  
","









  
  
    
  Exactly what was offered.

  
","5.0 out of 5 stars",99
"







  
  
    Great product.
  
","









  
  
    
  I was afraid to buy the phone here, but I am glad I did . Great product . I really recommend it.

  
","5.0 out of 5 stars",99
"







  
  
    Breylon
  
","









  
  
    
  It was good

  
","5.0 out of 5 stars",200
"







  
  
    The screen is terrible
  
","









  
  
    
  The screen is terrible

  
","2.0 out of 5 stars",200
"







  
  
    Perfect phone at great price
  
","









  
  
    
  Perfect it’s working really great

  
","5.0 out of 5 stars",200
"







  
  
    1
  
","









  
  
    
  Is excellent

  
","5.0 out of 5 stars",200
"







  
  
    Perfect
  
","









  
  
    
  Very good!

  
","5.0 out of 5 stars",200
"







  
  
    good screen for eyes
  
","









  
  
    
  Good investment do research.

  
","5.0 out of 5 stars",200
"







  
  
    Sound and vibration
  
","









  
  
    
  The sound and vibration doesn’t work.

  
","3.0 out of 5 stars",200
"







  
  
    Good quality
  
","









  
  
    
  Great but it even came with a screen protector

  
","5.0 out of 5 stars",200
"







  
  
    Battery life
  
","









  
  
    
  Everything was good except the battery life

  
","5.0 out of 5 stars",200
"







  
  
    Excellent
  
","









  
  
    
  I like it.

  
","5.0 out of 5 stars",200
"







  
  
    Good Purchase
  
","









  
  
    
  Bought mine. Fast shipping. Battery at 96% life. And minimal scratches barely noticeable

  
","5.0 out of 5 stars",170
"







  
    Pantalla y batería
  
  
","









  
    
  Excelente celular sin ninguna falla ni detalle

  
  
","5.0 out of 5 stars",170
"







  
  
    Must Buy
  
","









  
  
    
  This phone was amazing! It didn’t come in original packing and sealing but it was secured and like new! Now scratches or anything. It even came with a tempered glass

  
","5.0 out of 5 stars",170
"







  
    Bien
  
  
","









  
    
  Bien

  
  
","5.0 out of 5 stars",170
"







  
  
    Nice
  
","









  
  
    
  Awesome phone. It could have a better battery life

  
","5.0 out of 5 stars",170
"







  
  
    100% amazing
  
","









  
  
    
  Perfect condition except for the batter but I got it replaced at Apple for free!

  
","5.0 out of 5 stars",170
"







  
  
    I was skeptical at first but turns out i was very satisfied with this purchase!
  
","









  
  
    
  I liked everything about this item.

  
","4.0 out of 5 stars",170
"







  
    Hermoso
  
  
","









  
    
  Precioso el teléfono...parece nuevo

  
  
","5.0 out of 5 stars",170
"







  
  
    Iphone
  
","









  
  
    
  The battery quality could be better

  
","5.0 out of 5 stars",170
"







  
  
    Works Great!
  
","









  
  
    
  It got here faster then thought. The  iPhone works great!

  
","4.0 out of 5 stars",170
"







  
  
    For the price, still a good deal
  
","









  
  
    
  The phone arrived almost overnight and in excellent, sturdy packaging. The phone is great except the screen was definitely used. I guess that makes sense... it is used. It had a few scratches and I just noticed there is a tiny chip in the side of the screen - but it is not noticeable. I am guessing the seller did not even notice.Anyway great phone and I'd still recommend getting a phone from this guy rather than buying one new.

  
","4.0 out of 5 stars",35
"







  
  
    Bluetooth problem
  
","









  
  
    
  Got this iPhone today. Everything works flawless except for the fact that I cannot connect any of my bluetooth devices... sad.

  
","2.0 out of 5 stars",35
"







  
  
    Careful buying from this seller. Cheap phones.
  
","









  
  
    
  Well, it’s been 10 days and my phone screen has started cracking along the edges. The screen is aftermarket and clearly this seller uses the cheapest glass possible. Phone was never dropped once. Has no body damage. Also wasn’t too pleased that my battery has under 80% life as well.I’m hoping the seller has a solution for me. Be careful buying from him.

  
","1.0 out of 5 stars",35
"







  
  
    EXCEPTIONALLY WELL!!!
  
","









  
  
    
  GREAT PHONE!!! Seeing the few negative reviews, I was a little worried about getting this phone but so far It’s working amazingly! I will say that it had a few scratches on the sides but not noticeable. The screen works perfectly fine, the battery life is a little eh but it’s to be expected from a refurbished phone. Other than that its perfect and I highly recommend it<U+0001F44D><U+0001F3FC><U+0001F44F><U+0001F3FC> The delivery was fast and came sooner than the expected time.

  
","5.0 out of 5 stars",35
"







  
  
    Pretty Disappointing
  
","









  
  
    
  Had to order a replacement because battery life was at 80%.  That’s a used not a refurbished phone and definitely not worth what I paid.

  
","1.0 out of 5 stars",35
"







  
  
    If small scratches don’t bother you then get the phone :)
  
","









  
  
    
  In all honesty this is a huge upgrade from the phone I already had, the battery life is awesome...touch screen works great, the phone overall works wonderfully.The only thing that I’d really complain about is all the scratches on the side of the phone and the small crack the phone screen has. It’s very tiny, so I wasn’t THAT bothered by it...but other than that the phone is fine.

  
","4.0 out of 5 stars",35
